348844.41588727||179184.24095051
348249.185923674||178723.263832504
349261.708112829||178939.840363062
347217.051895652||179293.137405578
346123.600056189||181297.179881233
346574.243792251||180371.786670278
345394.090811887||182152.563728141
345516.993722956||176084.967347312
345406999152706||175989.182806317
352524.865538141||177524.05451034
353174.952062034||176811.735172003
353025.341495482||176175.666312402
353103.178252274||175929.177132206
352971.883657769||175399.123558071
352542.588916381||175330.297747935
351999194207347||174133.714103727
351989.931047936||174263.629067997
350928.709309643||168297.758471149
347032.056222423||171132.50117947
344847.730646347||165922.28147455
325048.598195772||175358.612852908
325720.368443162||175952.430622511
325500.131746563||176065.934926931
325624.956037474||176325.022054207
325690.073021845||176499.566500043
342211.45871547||188661.34194915
334048.60422368||180896.304648042
334766.070475491||181512.74376469
334949.636210346||174755.118790141
342216.837128652||185364.175529121
342355.976935189||185296.630100572
343673.467947305||186282.579395524
343904.025929335||186626.710722735
343875.146712707||186693.954720351
343632.883908299||184303.614818883
343692.914891473||184232.9212882
344116.144941324||183905.902391106
343661.41622005||183435.221142092
342063.449589631||193528.643155765
342197.799971141||193316.698563916
341983.451599303||192788.026873585
329130.553757063||198146.997107845
1.155253546617557||109.47432684503607
1.1245355461802309||109.4635649985389
1.1000205730448478||109.44559327931279
1.1270849308292905||109.41537220835161
1.1541458467881511||109.45026565034306
1.160465742849815||109.41269215397324
1.1566390097125203||109.46954406713942
1.145935804327789||109.47571918275663
1.1305550357129341||109.4161674833336
1.168163||109.484611
1.172865||109.530208
1. 233055||109.514388
1.180368||109.551782
1.177353||109.552279
1.167129||109.551413
1.24644||109.53635
1.178954||109.552182
1.176044||109.551453
1.221754||109.388363
1.215214||109.389725
1.173888||109.392148
1.173942||109.392118
1.22356||109.345704
1.22356||109.345704
1.1235364||109.1618486
1.222083||109.388283
1.273048||109.390753
1.275013||109.391227
18.202||109.26,845
1.276689||109.365617
1.27444||109.36432
1.278017||109.391384
1.31283||109.39295
1.31283||109.39295
1.072787||109.496718
1.672767||109.496081
1.032767||109.496708
1.103876||109.522404
1.11845||109.499346
1.072719||109.496738
1.284182||109.533965
1.277805||109.531442
1.269114||109.534087
1.268351||109.506662
1.271721||109.503896
1.273615||109.507184
1.280889||109.507023
1.278342||109.536301
1.272068||109.507083
1.233313||109.512824
1.235792||109.512349
1.242162||109.512641
1.240442||109.512872
1.237937||109.512873
1.255064||109.43839
1.255064||109.43839
1.255307||109.44172
1.25462||109.446281
1.254645||109.446271
1.21027||109.563707
1.210221||109.562794
1.208463||109.56352
1.208267||109.56323
1.203378||109.562182
1.203378||109.562182
1,126946||109.532443
1,127858||109.533733
1,127864||109.53265
1,2298620||109.4658339
1,2324708||109.4657846
1,2323897||109.4649806
1.1971°||109.510136°
1.195117°||109.509735°
1.192926°||109.508749°
1.195117°||109.509735°
1.195657||109.552398
1.197961||109.547204
1.196980||109.547441
1.576876||109.396171
1.580171||109.398350
1.581376||109.408283
1.580171||109.408283
1.588822||109.412729
1.3357354N||109.2251732E
1.3357036N||109.2251396E
1.3343044N||109.2244292E
1.5594377N||109.3855892E
1.556322N||109.3855704E
1.33212656N||109.223974182E
1.325686102N||109.224324354E
154.131.551.093.617.000
154.187.821.093.602.000
1.541.710||109.361.060
1.543.130||109.370.780
1.543.130||109.370.780
1.540.922||109.360.510
1.540.668||109.360.390
1.533.171||109.358.160
1.533.171||109.358.160
1.526.954||109.394.320
1.526.935||109.395.150
1.552993||109.342274
1.550286||109.337344
1.551086||109.334224
1.551086||109.334224
1.565966||109.331930
1.563708||109.325450
1.563659||109.324000
1.565055||109.316017
1.573424||109.327658
